,year,season,month_name,day,week_type,time_of_day,airline,flights,arr_del15,Arrival Flight Delays (%),Avg. arrival delay (min),cancelled,% cancelled,% diverted,% delayed due to carrier,% delayed due to weather,% delayed due to NAS,% delayed due to security,% delayed due to late aircraft
0,2023,Summer,July,Tuesday,weekday,Early Evening,Allegiant,3.0,3.0,100.0,111.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1,2023,Winter,February,Thursday,weekday,Afternoon,Frontier,2.0,2.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2,2023,Winter,December,Wednesday,weekday,Early Morning,United,1.0,1.0,100.0,37.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
3,2022,Winter,January,Saturday,weekend,Early Evening,Frontier,1.0,1.0,100.0,92.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
4,2023,Winter,February,Wednesday,weekday,Early Evening,Frontier,4.0,4.0,100.0,42.5,0.0,0.0,0.0,50.0,0.0,25.0,0.0,75.0
5,2022,Winter,December,Sunday,weekend,Early Morning,Frontier,4.0,4.0,100.0,40.25,0.0,0.0,0.0,75.0,25.0,25.0,0.0,0.0
6,2024,Winter,December,Monday,weekday,Evening,Frontier,1.0,1.0,100.0,216.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0
7,2023,Winter,December,Tuesday,weekday,Early Morning,United,1.0,1.0,100.0,395.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
8,2024,Winter,January,Thursday,weekday,Early Morning,United,1.0,1.0,100.0,143.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
9,2024,Winter,January,Sunday,weekend,Evening,Frontier,1.0,1.0,100.0,1196.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
10,2023,Winter,January,Wednesday,weekday,Evening,Spirit,1.0,1.0,100.0,56.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
11,2024,Winter,January,Thursday,weekday,Morning,Frontier,1.0,1.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
12,2023,Winter,December,Friday,weekday,Night,Frontier,1.0,1.0,100.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13,2023,Winter,January,Sunday,weekend,Evening,Spirit,1.0,1.0,100.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
14,2024,Fall,October,Sunday,weekend,Early Evening,JetBlue,1.0,1.0,100.0,22.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
15,2024,Fall,September,Sunday,weekend,Early Evening,JetBlue,1.0,1.0,100.0,149.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0
16,2024,Fall,October,Thursday,weekday,Early Evening,JetBlue,1.0,1.0,100.0,29.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
17,2024,Fall,October,Wednesday,weekday,Early Evening,JetBlue,1.0,1.0,100.0,444.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
18,2024,Fall,November,Sunday,weekend,Evening,JetBlue,1.0,1.0,100.0,63.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
19,2022,Winter,January,Tuesday,weekday,Morning,Alaska,1.0,1.0,100.0,36.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
20,2024,Fall,November,Thursday,weekday,Evening,JetBlue,1.0,1.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
21,2024,Summer,August,Saturday,weekend,Night,Southwest,1.0,1.0,100.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
22,2024,Winter,January,Sunday,weekend,Early Evening,Spirit,1.0,1.0,100.0,65.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
23,2022,Spring,May,Saturday,weekend,Early Evening,Alaska,3.0,3.0,100.0,30.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
24,2024,Winter,January,Saturday,weekend,Early Evening,Spirit,2.0,2.0,100.0,73.5,0.0,0.0,0.0,50.0,0.0,100.0,0.0,100.0
25,2024,Fall,November,Monday,weekday,Night,JetBlue,1.0,1.0,100.0,172.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
26,2024,Fall,November,Saturday,weekend,Night,JetBlue,2.0,2.0,100.0,32.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0
27,2024,Fall,November,Sunday,weekend,Night,JetBlue,1.0,1.0,100.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
28,2024,Fall,November,Thursday,weekday,Night,JetBlue,1.0,1.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
29,2024,Fall,November,Tuesday,weekday,Night,JetBlue,1.0,1.0,100.0,53.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
30,2022,Winter,January,Saturday,weekend,Morning,Alaska,1.0,1.0,100.0,45.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
31,2022,Winter,January,Sunday,weekend,Morning,Spirit,1.0,1.0,100.0,33.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32,2022,Winter,January,Sunday,weekend,Afternoon,Frontier,1.0,1.0,100.0,17.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
33,2022,Spring,March,Monday,weekday,Afternoon,JetBlue,1.0,1.0,100.0,76.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
34,2023,Winter,January,Wednesday,weekday,Morning,Spirit,1.0,1.0,100.0,19.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
35,2024,Summer,June,Sunday,weekend,Afternoon,Frontier,1.0,1.0,100.0,108.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
36,2024,Winter,January,Wednesday,weekday,Night,Spirit,1.0,1.0,100.0,52.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
37,2022,Winter,February,Wednesday,weekday,Night,Spirit,2.0,2.0,100.0,101.5,0.0,0.0,0.0,50.0,0.0,100.0,0.0,100.0
38,2024,Fall,October,Thursday,weekday,Early Morning,Spirit,1.0,1.0,100.0,369.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,2022,Summer,July,Friday,weekday,Early Evening,Frontier,1.0,1.0,100.0,128.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
40,2023,Summer,August,Friday,weekday,Early Evening,Frontier,2.0,2.0,100.0,17.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0
41,2023,Winter,December,Tuesday,weekday,Night,Spirit,2.0,2.0,100.0,42.5,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0
42,2022,Winter,January,Tuesday,weekday,Night,Spirit,1.0,1.0,100.0,68.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
43,2022,Summer,June,Sunday,weekend,Early Evening,Frontier,3.0,3.0,100.0,52.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
44,2023,Summer,August,Sunday,weekend,Early Evening,Frontier,1.0,1.0,100.0,132.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
45,2024,Summer,August,Sunday,weekend,Early Evening,Frontier,2.0,2.0,100.0,76.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0
46,2023,Summer,August,Friday,weekday,Early Evening,Spirit,1.0,1.0,100.0,65.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
47,2022,Winter,February,Thursday,weekday,Night,Spirit,2.0,2.0,100.0,76.5,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0
48,2024,Summer,August,Thursday,weekday,Early Evening,Frontier,2.0,2.0,100.0,32.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
49,2022,Winter,January,Sunday,weekend,Night,Spirit,1.0,1.0,100.0,147.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0
50,2023,Fall,November,Sunday,weekend,Early Evening,Spirit,4.0,4.0,100.0,29.5,0.0,0.0,0.0,25.0,0.0,50.0,0.0,25.0
51,2023,Summer,June,Wednesday,weekday,Early Evening,Frontier,1.0,1.0,100.0,28.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
52,2023,Summer,August,Monday,weekday,Early Evening,Spirit,1.0,1.0,100.0,27.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
53,2024,Summer,August,Wednesday,weekday,Early Evening,Frontier,1.0,1.0,100.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
54,2024,Summer,August,Monday,weekday,Evening,Frontier,2.0,2.0,100.0,45.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,100.0
55,2022,Winter,January,Saturday,weekend,Night,Spirit,1.0,1.0,100.0,97.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
56,2024,Winter,February,Monday,weekday,Night,Spirit,2.0,2.0,100.0,71.5,0.0,0.0,0.0,50.0,0.0,100.0,0.0,100.0
57,2023,Summer,August,Sunday,weekend,Early Evening,Spirit,1.0,1.0,100.0,67.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
58,2023,Summer,June,Wednesday,weekday,Evening,Frontier,2.0,2.0,100.0,102.5,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
59,2023,Summer,July,Sunday,weekend,Early Evening,Spirit,5.0,5.0,100.0,102.8,0.0,0.0,0.0,40.0,0.0,100.0,0.0,40.0
60,2023,Fall,September,Friday,weekday,Early Afternoon,Spirit,1.0,1.0,100.0,21.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
61,2022,Winter,February,Friday,weekday,Night,Spirit,2.0,2.0,100.0,57.5,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0
62,2023,Fall,September,Saturday,weekend,Early Evening,Allegiant,1.0,1.0,100.0,87.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
63,2022,Winter,January,Monday,weekday,Afternoon,Frontier,1.0,1.0,100.0,58.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
64,2022,Spring,May,Friday,weekday,Afternoon,JetBlue,4.0,4.0,100.0,103.5,0.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0
65,2022,Spring,May,Saturday,weekend,Afternoon,JetBlue,4.0,4.0,100.0,103.5,0.0,0.0,0.0,75.0,0.0,75.0,0.0,25.0
66,2022,Spring,March,Saturday,weekend,Night,Frontier,2.0,2.0,100.0,99.5,0.0,0.0,0.0,50.0,0.0,100.0,0.0,100.0
67,2023,Summer,August,Saturday,weekend,Evening,Spirit,1.0,1.0,100.0,101.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
68,2022,Summer,August,Friday,weekday,Early Evening,JetBlue,8.0,8.0,100.0,202.0,0.0,0.0,0.0,50.0,0.0,87.5,0.0,87.5
69,2023,Summer,June,Sunday,weekend,Evening,Spirit,3.0,3.0,100.0,147.33333333333334,0.0,0.0,0.0,0.0,0.0,66.67,0.0,66.67
70,2023,Winter,December,Wednesday,weekday,Night,JetBlue,1.0,1.0,100.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
71,2024,Summer,June,Friday,weekday,Early Evening,JetBlue,3.0,3.0,100.0,66.66666666666667,0.0,0.0,0.0,33.33,0.0,66.67,0.0,0.0
72,2023,Summer,June,Monday,weekday,Early Evening,JetBlue,6.0,6.0,100.0,104.16666666666667,0.0,0.0,0.0,33.33,16.67,100.0,0.0,50.0
73,2023,Winter,December,Thursday,weekday,Night,JetBlue,1.0,1.0,100.0,33.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
74,2024,Winter,December,Sunday,weekend,Night,JetBlue,1.0,1.0,100.0,36.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
75,2022,Winter,January,Sunday,weekend,Early Afternoon,United,1.0,1.0,100.0,42.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
76,2023,Winter,December,Sunday,weekend,Night,JetBlue,1.0,1.0,100.0,1055.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
77,2024,Winter,December,Monday,weekday,Night,JetBlue,1.0,1.0,100.0,29.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
78,2023,Winter,December,Monday,weekday,Night,JetBlue,1.0,1.0,100.0,116.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
79,2023,Winter,December,Friday,weekday,Night,JetBlue,2.0,2.0,100.0,45.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0
80,2022,Spring,May,Saturday,weekend,Morning,Alaska,3.0,3.0,100.0,26.0,0.0,0.0,0.0,33.33,0.0,100.0,0.0,0.0
81,2023,Summer,August,Thursday,weekday,Early Evening,JetBlue,5.0,5.0,100.0,67.8,0.0,0.0,0.0,80.0,0.0,0.0,0.0,100.0
82,2024,Summer,June,Wednesday,weekday,Early Evening,JetBlue,2.0,2.0,100.0,228.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0
83,2023,Winter,December,Sunday,weekend,Morning,JetBlue,2.0,2.0,100.0,38.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
84,2024,Winter,December,Saturday,weekend,Morning,JetBlue,1.0,1.0,100.0,58.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
85,2022,Summer,June,Monday,weekday,Evening,JetBlue,4.0,4.0,100.0,47.25,0.0,0.0,0.0,100.0,0.0,50.0,0.0,75.0
86,2022,Summer,July,Sunday,weekend,Evening,Alaska,5.0,5.0,100.0,43.0,0.0,0.0,0.0,60.0,0.0,80.0,0.0,40.0
87,2022,Winter,December,Sunday,weekend,Afternoon,Spirit,1.0,1.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
88,2024,Winter,January,Saturday,weekend,Afternoon,Spirit,1.0,1.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
89,2022,Summer,June,Monday,weekday,Evening,Alaska,2.0,2.0,100.0,46.5,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0
90,2022,Summer,June,Friday,weekday,Evening,Alaska,2.0,2.0,100.0,57.5,0.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0
91,2024,Winter,December,Saturday,weekend,Evening,JetBlue,2.0,2.0,100.0,83.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,100.0
92,2022,Winter,January,Saturday,weekend,Afternoon,Spirit,1.0,1.0,100.0,107.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
93,2023,Summer,June,Saturday,weekend,Morning,JetBlue,2.0,2.0,100.0,80.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0
94,2024,Summer,July,Wednesday,weekday,Night,Spirit,1.0,1.0,100.0,51.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
95,2023,Summer,July,Friday,weekday,Early Evening,Alaska,4.0,4.0,100.0,27.0,0.0,0.0,0.0,75.0,0.0,50.0,0.0,50.0
96,2022,Winter,February,Saturday,weekend,Early Evening,JetBlue,4.0,4.0,100.0,45.25,0.0,0.0,0.0,75.0,0.0,50.0,0.0,75.0
97,2023,Summer,July,Saturday,weekend,Evening,Spirit,5.0,5.0,100.0,101.6,0.0,0.0,0.0,0.0,0.0,80.0,0.0,40.0
98,2022,Winter,December,Thursday,weekday,Afternoon,Spirit,1.0,1.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
99,2022,Spring,March,Sunday,weekend,Afternoon,JetBlue,1.0,1.0,100.0,91.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
100,2022,Summer,June,Wednesday,weekday,Afternoon,JetBlue,2.0,2.0,100.0,33.5,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0
101,2022,Spring,March,Tuesday,weekday,Afternoon,JetBlue,1.0,1.0,100.0,19.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
102,2022,Winter,January,Tuesday,weekday,Early Afternoon,Spirit,1.0,1.0,100.0,114.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
103,2022,Spring,May,Friday,weekday,Early Evening,JetBlue,4.0,4.0,100.0,54.75,0.0,0.0,0.0,100.0,0.0,75.0,0.0,100.0
104,2022,Spring,May,Thursday,weekday,Early Evening,Alaska,4.0,4.0,100.0,33.5,0.0,0.0,0.0,50.0,25.0,75.0,0.0,25.0
105,2022,Spring,May,Saturday,weekend,Early Evening,JetBlue,4.0,4.0,100.0,38.5,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0
106,2022,Winter,February,Thursday,weekday,Evening,Alaska,2.0,2.0,100.0,18.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
107,2022,Spring,May,Thursday,weekday,Early Evening,JetBlue,4.0,4.0,100.0,102.5,0.0,0.0,0.0,50.0,25.0,50.0,0.0,75.0
108,2022,Winter,January,Sunday,weekend,Early Afternoon,Spirit,1.0,1.0,100.0,26.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
109,2022,Spring,May,Friday,weekday,Evening,JetBlue,4.0,4.0,100.0,160.75,0.0,0.0,0.0,75.0,0.0,100.0,0.0,75.0
110,2023,Spring,March,Saturday,weekend,Evening,JetBlue,2.0,2.0,100.0,79.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,100.0
111,2022,Spring,March,Sunday,weekend,Evening,JetBlue,1.0,1.0,100.0,66.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
112,2022,Winter,February,Tuesday,weekday,Early Evening,Alaska,1.0,1.0,100.0,49.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0
113,2022,Winter,February,Thursday,weekday,Early Evening,Alaska,2.0,2.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
114,2022,Winter,January,Sunday,weekend,Early Evening,Alaska,1.0,1.0,100.0,103.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
115,2022,Spring,April,Tuesday,weekday,Evening,JetBlue,4.0,4.0,100.0,72.5,0.0,0.0,0.0,100.0,0.0,75.0,0.0,75.0
116,2022,Winter,January,Saturday,weekend,Early Evening,Alaska,1.0,1.0,100.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
117,2022,Winter,December,Saturday,weekend,Early Evening,Alaska,1.0,1.0,100.0,31.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
118,2022,Winter,February,Monday,weekday,Early Evening,Alaska,2.0,2.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
119,2022,Winter,January,Monday,weekday,Early Afternoon,United,1.0,1.0,100.0,28.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
120,2023,Spring,March,Sunday,weekend,Night,JetBlue,3.0,3.0,100.0,384.3333333333333,0.0,0.0,0.0,66.67,0.0,33.33,0.0,100.0
121,2022,Summer,June,Friday,weekday,Afternoon,JetBlue,1.0,1.0,100.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0
122,2023,Summer,July,Friday,weekday,Afternoon,JetBlue,2.0,2.0,100.0,83.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0
123,2023,Summer,August,Friday,weekday,Evening,Spirit,1.0,1.0,100.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
124,2024,Summer,June,Friday,weekday,Afternoon,JetBlue,1.0,1.0,100.0,79.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
125,2023,Summer,June,Monday,weekday,Afternoon,JetBlue,2.0,2.0,100.0,78.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,100.0
126,2023,Summer,June,Saturday,weekend,Afternoon,JetBlue,2.0,2.0,100.0,74.5,0.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0
127,2022,Summer,June,Thursday,weekday,Afternoon,JetBlue,1.0,1.0,100.0,265.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
128,2024,Summer,June,Thursday,weekday,Afternoon,JetBlue,1.0,1.0,100.0,89.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
129,2023,Summer,August,Monday,weekday,Evening,Spirit,1.0,1.0,100.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
130,2022,Fall,November,Monday,weekday,Morning,Alaska,4.0,4.0,100.0,23.5,0.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0
131,2022,Winter,January,Monday,weekday,Night,Spirit,1.0,1.0,100.0,68.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
132,2022,Fall,October,Tuesday,weekday,Evening,Spirit,2.0,2.0,100.0,56.5,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0
133,2022,Winter,December,Monday,weekday,Evening,Allegiant,4.0,4.0,100.0,97.75,0.0,0.0,0.0,75.0,25.0,75.0,0.0,50.0
134,2022,Winter,February,Tuesday,weekday,Evening,Allegiant,1.0,1.0,100.0,83.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
135,2022,Spring,April,Saturday,weekend,Early Morning,Spirit,1.0,1.0,100.0,332.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
136,2024,Fall,October,Saturday,weekend,Evening,American,1.0,1.0,100.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
137,2022,Spring,May,Wednesday,weekday,Early Evening,Spirit,1.0,1.0,100.0,109.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
138,2022,Spring,May,Thursday,weekday,Early Evening,Spirit,2.0,2.0,100.0,70.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0
139,2023,Fall,November,Sunday,weekend,Early Evening,Alaska,2.0,2.0,100.0,63.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0
140,2022,Spring,May,Sunday,weekend,Early Evening,Spirit,4.0,4.0,100.0,77.25,0.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0
141,2023,Spring,May,Saturday,weekend,Early Morning,Allegiant,1.0,1.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
142,2023,Fall,November,Tuesday,weekday,Early Evening,Alaska,2.0,2.0,100.0,27.5,0.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0
143,2022,Spring,March,Sunday,weekend,Early Evening,Allegiant,4.0,4.0,100.0,108.0,0.0,0.0,0.0,50.0,0.0,75.0,0.0,75.0
144,2024,Spring,May,Saturday,weekend,Early Evening,Allegiant,1.0,1.0,100.0,48.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
145,2023,Spring,March,Monday,weekday,Early Afternoon,Allegiant,1.0,1.0,100.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
146,2022,Fall,November,Friday,weekday,Afternoon,Frontier,1.0,1.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
147,2023,Spring,March,Friday,weekday,Early Afternoon,Allegiant,1.0,1.0,100.0,59.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
148,2022,Spring,April,Sunday,weekend,Early Afternoon,Spirit,3.0,3.0,100.0,72.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,33.33
149,2024,Fall,October,Monday,weekday,Afternoon,Frontier,4.0,4.0,100.0,35.5,0.0,0.0,0.0,50.0,0.0,75.0,0.0,50.0
150,2022,Spring,March,Saturday,weekend,Early Afternoon,Spirit,3.0,3.0,100.0,51.0,0.0,0.0,0.0,33.33,33.33,66.67,0.0,33.33
151,2024,Fall,September,Sunday,weekend,Afternoon,Frontier,1.0,1.0,100.0,33.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
152,2022,Fall,November,Thursday,weekday,Afternoon,Frontier,1.0,1.0,100.0,43.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
153,2024,Fall,September,Tuesday,weekday,Afternoon,Frontier,1.0,1.0,100.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
154,2022,Spring,April,Monday,weekday,Early Afternoon,Spirit,2.0,2.0,100.0,52.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
155,2023,Spring,May,Friday,weekday,Early Afternoon,Spirit,4.0,4.0,100.0,33.0,0.0,0.0,0.0,25.0,0.0,100.0,0.0,25.0
156,2022,Fall,October,Saturday,weekend,Early Evening,Frontier,4.0,4.0,100.0,29.0,0.0,0.0,0.0,75.0,0.0,50.0,0.0,25.0
157,2022,Winter,January,Monday,weekday,Evening,Allegiant,1.0,1.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
158,2022,Winter,January,Friday,weekday,Evening,Allegiant,1.0,1.0,100.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
159,2023,Fall,October,Sunday,weekend,Night,Frontier,1.0,1.0,100.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
160,2022,Winter,December,Friday,weekday,Evening,Allegiant,2.0,2.0,100.0,41.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0
161,2022,Summer,June,Wednesday,weekday,Early Evening,Allegiant,1.0,1.0,100.0,52.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
162,2023,Summer,August,Monday,weekday,Early Morning,Allegiant,2.0,2.0,100.0,34.5,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0
163,2022,Spring,March,Friday,weekday,Night,Spirit,1.0,1.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0
164,2022,Summer,July,Friday,weekday,Evening,Allegiant,1.0,1.0,100.0,15.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
165,2022,Spring,March,Saturday,weekend,Morning,Spirit,1.0,1.0,100.0,21.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
166,2022,Spring,March,Friday,weekday,Morning,Spirit,1.0,1.0,100.0,159.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
167,2022,Summer,July,Friday,weekday,Early Evening,Allegiant,13.0,13.0,100.0,59.84615384615385,0.0,0.0,0.0,38.46,15.38,61.54,0.0,84.62
168,2024,Spring,May,Wednesday,weekday,Evening,Spirit,5.0,5.0,100.0,99.6,0.0,0.0,0.0,20.0,0.0,40.0,0.0,40.0
169,2022,Spring,March,Sunday,weekend,Night,Spirit,1.0,1.0,100.0,43.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
170,2023,Spring,April,Tuesday,weekday,Evening,Spirit,4.0,4.0,100.0,56.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,75.0
171,2022,Summer,June,Saturday,weekend,Morning,Allegiant,1.0,1.0,100.0,34.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
172,2023,Spring,May,Thursday,weekday,Evening,Spirit,1.0,1.0,100.0,101.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
173,2024,Summer,July,Tuesday,weekday,Morning,Allegiant,1.0,1.0,100.0,40.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
174,2022,Summer,July,Sunday,weekend,Early Afternoon,Allegiant,5.0,5.0,100.0,35.6,0.0,0.0,0.0,40.0,20.0,80.0,0.0,40.0
175,2022,Winter,January,Saturday,weekend,Afternoon,Allegiant,1.0,1.0,100.0,63.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0
